Id,SalePrice
1461,126149.90926009751
1462,156603.66164916658
1463,181609.23488003976
1464,183142.4248544304
1465,197796.44411011983
1466,184156.08487413268
1467,170778.90449230044
1468,176990.84660831504
1469,178369.64378548763
1470,124048.59413282112
1471,206327.53100838614
1472,95095.93621699596
1473,102262.7747150072
1474,154277.36510705753
1475,133159.21083394793
1476,377021.65
1477,246297.1435974026
1478,298023.98888888885
1479,285469.83416666667
1480,458122.1791666667
1481,308637.7698492064
1482,203726.540935831
1483,188122.58760075454
1484,175899.65881144095
1485,172802.40703421578
1486,199104.96688444624
1487,333090.378
1488,241731.21101803757
1489,209819.4499697279
1490,216455.8661980088
1491,193574.67463117334
1492,98759.6360085156
1493,177798.4599717112
1494,289042.9861904762
1495,290082.60333333333
1496,230807.35711926964
1497,185143.46884418558
1498,155233.8917628205
1499,152254.81003663005
1500,162864.67710822512
1501,171995.61713300855
1502,162449.62332704934
1503,279088.814
1504,232253.75821046386
1505,215159.7658624386
1506,176258.16088786043
1507,241166.59327838832
1508,192783.8651935715
1509,161727.63098145698
1510,150792.8937542743
1511,150701.6285703331
1512,164510.72931847404
1513,150747.34554294555
1514,152178.57237747146
1515,211241.8097883818
1516,153538.13019563592
1517,155046.13079469287
1518,135342.48378719395
1519,223105.8586361273
1520,138654.00424405574
1521,143374.3142692538
1522,160455.6857121839
1523,117252.57552849616
1524,122451.29759837546
1525,127536.18109656539
1526,129210.85972035774
1527,106423.3125415109
1528,126654.2431440793
1529,141448.96482868126
1530,166647.17155566267
1531,140005.90361962598
1532,108429.89158589947
1533,143949.0726738887
1534,118839.97818563273
1535,147807.62861380682
1536,117526.67021621333
1537,86031.38713178293
1538,160414.91576923075
1539,231617.73075757574
1540,122485.97901587302
1541,146446.18967065934
1542,139129.86270730908
1543,192653.18788461536
1544,86507.17452973343
1545,100572.094586459
1546,126702.7387140866
1547,136924.2496425979
1548,129405.00483123165
1549,116117.5477998027
1550,144202.6306650729
1551,120232.57256382506
1552,150960.41564624352
1553,142456.0221930847
1554,114813.54272386346
1555,164337.2315416959
1556,93585.65722222222
1557,119471.61018518519
1558,93882.65397227443
1559,124699.1198095238
1560,150728.96697017268
1561,154425.026223545
1562,128284.39101531569
1563,125506.48790591501
1564,159646.68696840925
1565,155195.5407005576
1566,225608.0742873069
1567,82867.1207032115
1568,214935.9305006105
1569,147996.97463589633
1570,138299.35341551944
1571,127541.76256160505
1572,143344.16694355189
1573,247007.04220988686
1574,128586.32085127031
1575,224561.50037455297
1576,224009.85499323503
1577,204037.6089381288
1578,149589.6751559823
1579,144057.66441966302
1580,190000.78944304943
1581,144898.56697395197
1582,128607.04289283084
1583,327685.00958333333
1584,241635.06508822332
1585,140626.16119484862
1586,78456.37833333333
1587,109491.01482869405
1588,152859.87484793577
1589,100390.19319514472
1590,134765.1634828061
1591,109021.50853679354
1592,130620.76165262086
1593,117254.2484120968
1594,141885.17912972084
1595,129612.4412998113
1596,230638.22555555555
1597,169596.29021772344
1598,191109.13700104103
1599,200549.61586694675
1600,191784.89673565293
1601,75925.23236987818
1602,113604.0301374733
1603,97850.58381266706
1604,275731.3123160173
1605,256361.3296132756
1606,169304.7719634118
1607,163126.20838588726
1608,217092.57915437472
1609,201627.34162338954
1610,164762.50101468686
1611,151235.92666618372
1612,177396.00782587618
1613,172310.5865248901
1614,121765.07678406779
1615,91046.75986235986
1616,86817.24398934397
1617,90014.930484238
1618,127519.71355985528
1619,134008.55543856113
1620,171715.16224053726
1621,143786.38102851398
1622,147255.83927471653
1623,284722.7138690476
1624,222607.95544233537
1625,129005.926711978
1626,174225.66537175397
1627,187659.98668369863
1628,273032.08116883115
1629,176096.92841073067
1630,336673.37428571435
1631,218433.96082212334
1632,249901.89243664715
1633,171661.7060745088
1634,184073.1378764815
1635,178967.44249445348
1636,166445.75016783242
1637,178620.0881851402
1638,203005.80141953193
1639,177373.05134958666
1640,243916.46666666665
1641,176880.84572733057
1642,224291.9010454741
1643,228031.27870418117
1644,226990.34137921876
1645,187942.22814244672
1646,158585.61113717305
1647,164633.73455733183
1648,141499.86271321785
1649,140053.8002773757
1650,123121.98589460507
1651,124105.0001633817
1652,94782.45318479426
1653,100560.75252074051
1654,155117.86589950582
1655,150196.28709068708
1656,152423.2193131681
1657,153440.39636895695
1658,160270.25019707344
1659,137417.48575889092
1660,154531.49224685578
1661,432680.5791666667
1662,386445.7386363636
1663,364282.47666666674
1664,457554.0758333333
1665,309330.3535
1666,333782.56
1667,357073.31828571425
1668,328724.0509090909
1669,299937.04567099566
1670,340769.5140757576
1671,262468.3615538579
1672,450049.00916666666
1673,299668.1133571429
1674,248049.37989646467
1675,194232.7248717676
1676,193140.45770633902
1677,215742.8628920048
1678,455512.82
1679,368949.72678571433
1680,317137.74
1681,253725.8357323232
1682,306662.17916666664
1683,190484.59554815514
1684,175797.1976230514
1685,175952.30554737465
1686,169317.7297315084
1687,170529.29829978355
1688,188321.24266000572
1689,194136.8800702949
1690,183919.88968862296
1691,177434.47949989975
1692,278436.68027732166
1693,168996.91690478966
1694,183598.69515628662
1695,171774.43831720212
1696,273976.6564847353
1697,170609.934016764
1698,343845.28
1699,324001.14333333337
1700,240909.06245152705
1701,264549.64443500945
1702,251163.06782900434
1703,251499.83681926408
1704,282247.16791666666
1705,234001.08259383953
1706,426286.96
1707,227341.12527501886
1708,215796.7079886829
1709,274479.09040692647
1710,220906.58215852332
1711,283860.9318585859
1712,256625.80939935066
1713,267104.11494949495
1714,220898.6363256085
1715,202268.46565795675
1716,178160.03483754315
1717,164810.6979468252
1718,131354.8479651781
1719,206534.02949856463
1720,246305.83828715727
1721,171408.9357696847
1722,125662.66888754236
1723,158409.458172147
1724,211804.2232561037
1725,229841.35663156636
1726,196603.72880452024
1727,178833.6435793004
1728,186702.67240853398
1729,162656.53080565482
1730,165770.87674282846
1731,124522.8406900646
1732,130194.64663677257
1733,125963.95446861647
1734,129553.98648375637
1735,134258.49480507118
1736,117127.2683617876
1737,362903.16367424245
1738,216555.04234105346
1739,307221.57300000003
1740,217927.03182096887
1741,189429.49855742298
1742,171546.92592421733
1743,174354.09016290723
1744,297594.22220238094
1745,215510.2135879121
1746,259691.68736185384
1747,212126.33619097437
1748,221554.05755964454
1749,163296.4014868768
1750,147213.32620163437
1751,219824.22900091135
1752,123600.68849254116
1753,145711.19736665403
1754,195305.60056613048
1755,169150.97575869306
1756,124084.20968198677
1757,119709.70981837208
1758,149962.91225105728
1759,163051.07080691238
1760,162795.57680473354
1761,148660.894918888
1762,183820.81938050306
1763,169342.19729087158
1764,121130.9406539928
1765,185819.2437998575
1766,172198.5115067762
1767,208766.6093810787
1768,138918.36564991073
1769,166189.42542989203
1770,146179.29069004624
1771,134746.08093080463
1772,143269.57010077566
1773,136426.99171331883
1774,135889.78610405276
1775,137065.47419716022
1776,121688.23855287164
1777,116210.20907403677
1778,135057.21735718314
1779,121908.97988900305
1780,174920.1106535034
1781,130768.00649705496
1782,105066.67800810395
1783,134054.8809284744
1784,102489.71905786888
1785,116831.09451530606
1786,161287.8107166199
1787,172912.74168276432
1788,62875.99615384616
1789,95761.78060419869
1790,93929.76361463817
1791,178373.41051053113
1792,153335.11828199928
1793,147175.42966834406
1794,139854.38325632495
1795,139480.66596976717
1796,135557.3086225716
1797,119396.10373489906
1798,126229.65781899901
1799,112803.46922765739
1800,129944.5946352793
1801,129316.85856851003
1802,146245.79111291326
1803,150566.26446671394
1804,140614.4861077671
1805,136551.2363591937
1806,117928.31057088137
1807,145267.71817099565
1808,119881.59698658928
1809,126988.99262452107
1810,145392.42111796932
1811,106233.50414529916
1812,114422.4401597912
1813,121584.5073208839
1814,99524.4518660136
1815,71009.52046511628
1816,106266.86338093772
1817,130386.35848484846
1818,136485.50437229438
1819,120254.36337509124
1820,87860.94405763489
1821,121428.66241909942
1822,160673.0632701947
1823,60342.85975083055
1824,134990.84808349967
1825,144579.97320913634
1826,107248.99785782577
1827,108268.89001148308
1828,135493.45091252314
1829,124778.54458991007
1830,134124.68035391506
1831,148572.06624819624
1832,121621.48
1833,142976.50580225332
1834,139957.89866883116
1835,151111.6236574074
1836,127241.91299274671
1837,98964.06901291691
1838,131468.87334052322
1839,92315.76632467532
1840,165439.56987637363
1841,144894.47724218623
1842,99266.84906816161
1843,142156.00125199262
1844,137824.26772949222
1845,144118.3011880764
1846,153033.48152881247
1847,156188.00437123538
1848,62939.59388888889
1849,120417.08036167994
1850,132262.7865050559
1851,153215.6988946933
1852,125178.03464916215
1853,145556.53226730018
1854,173729.78783728916
1855,168441.63022165213
1856,223012.05292690932
1857,189727.8175
1858,140124.52886761117
1859,121737.6239519559
1860,154419.79376608855
1861,121795.91421169619
1862,304890.11
1863,299883.4553846154
1864,299883.4553846154
1865,345304.1233333333
1866,327999.99240909086
1867,239395.55917424243
1868,304922.92303030303
1869,201444.27018077922
1870,239183.77034821906
1871,262478.72597979795
1872,174112.79991995942
1873,234233.05014722396
1874,141510.13576142117
1875,206025.43347395613
1876,194711.4566396395
1877,215636.52085591838
1878,211997.96335320637
1879,131809.19511103036
1880,134328.835824589
1881,247828.12375757578
1882,261959.52229511229
1883,200255.13874591462
1884,218863.60548288416
1885,242185.4319780883
1886,303600.498982684
1887,209162.4208914316
1888,268244.2274404762
1889,168309.83376396997
1890,130847.46740181171
1891,143750.35640433838
1892,114426.45928038
1893,133749.74382524463
1894,131114.90111415627
1895,144946.7041278209
1896,125755.79012789698
1897,119317.44951824006
1898,112275.20826008079
1899,147127.74419784563
1900,135946.45103574125
1901,171142.0986507937
1902,143025.37519505192
1903,206788.26324175822
1904,136158.21854542248
1905,184232.67073456995
1906,151578.51300600544
1907,198605.72413533833
1908,118693.06424571732
1909,135376.5051341532
1910,128411.89200463724
1911,196354.9117488002
1912,282050.51852941175
1913,154554.6941125541
1914,70684.72644274976
1915,331981.1663636364
1916,80011.2273698782
1917,257568.51942746143
1918,137202.41697521697
1919,163699.92965463188
1920,168372.27614816919
1921,387828.92
1922,342759.84090909094
1923,195781.62834922466
1924,217492.45183471352
1925,225518.20645777558
1926,372510.9600757576
1927,138695.61295401718
1928,154563.95863046404
1929,126635.9951197911
1930,139339.07144372293
1931,142926.78028863066
1932,141702.22297447748
1933,181654.33478991597
1934,178652.06201696172
1935,178751.8279554193
1936,191278.18564133256
1937,182724.8072739103
1938,176480.80121560834
1939,252839.70321827292
1940,197706.37618346867
1941,177499.40118966938
1942,189910.13166196307
1943,202193.59385229964
1944,335943.97666666674
1945,365898.14759090915
1946,160435.88051114307
1947,304185.2113636363
1948,167405.09095863075
1949,242430.6707007252
1950,182608.12871382534
1951,262976.13211832615
1952,229736.97794663176
1953,170844.71621191586
1954,194467.12476142752
1955,129290.18881061679
1956,291422.84
1957,167101.75076963907
1958,309765.8916507936
1959,146634.38163633537
1960,118644.09675137073
1961,120985.79907146351
1962,96673.49786733392
1963,104285.55036396014
1964,113156.52092765424
1965,152399.96698128522
1966,149413.76239449947
1967,300733.37004761904
1968,400833.245
1969,367636.14590909093
1970,434377.6891666667
1971,415629.63
1972,357600.35733333335
1973,266181.52763857425
1974,331351.81666666665
1975,466743.96583333326
1976,266099.9069007936
1977,359796.9390000001
1978,363528.71916666673
1979,321872.10375
1980,195847.68382553832
1981,333805.5509090909
1982,224080.50997464874
1983,212549.20804489934
1984,168021.77706156715
1985,223955.32596458952
1986,219772.06782767113
1987,183149.56016864322
1988,178196.18828805693
1989,189409.76881208672
1990,223051.90024894607
1991,221967.03163742606
1992,212335.21604054782
1993,173856.7972344773
1994,241632.81704853923
1995,183930.43743332618
1996,247605.8193650794
1997,308032.71555555554
1998,337399.2633333333
1999,259432.2836201683
2000,296591.25916666666
2001,270922.41024113994
2002,252073.7442943723
2003,254398.0771569264
2004,266497.3316410534
2005,230271.18904406772
2006,225561.31433565178
2007,249906.3564146687
2008,210603.9259886986
2009,198191.2775533181
2010,195771.44162910644
2011,141211.57851637492
2012,181116.10418429316
2013,182372.39947351735
2014,193876.7952664276
2015,200517.07519245948
2016,198945.79692160228
2017,205076.8092940077
2018,125956.3536332585
2019,130951.9006953787
2020,116533.66831495803
2021,118916.12682410717
2022,176605.60694169722
2023,153933.8571127453
2024,245511.7245238095
2025,350636.89514069265
2026,185105.37660843652
2027,157270.8879067599
2028,153757.71657142855
2029,174800.2941426567
2030,273540.6102585639
2031,236813.2711356664
2032,261143.27299792957
2033,262654.89488636365
2034,164268.82345238098
2035,204416.0209252124
2036,186177.07428197062
2037,188375.55094863728
2038,291145.21
2039,213530.03682359014
2040,364314.57450000005
2041,272559.89034632035
2042,204191.60775742494
2043,163201.31132104588
2044,170399.109525548
2045,216927.49701947748
2046,136787.1387341897
2047,150242.94003597365
2048,133896.89435149037
2049,136275.7656476369
2050,180377.3240988957
2051,111518.35538900661
2052,135733.9188231348
2053,142651.52525302925
2054,91335.56390405874
2055,155761.30732823256
2056,140206.93979930072
2057,127012.5821813337
2058,224643.9961556559
2059,136772.64443092913
2060,158150.5600120097
2061,167851.3764396726
2062,137840.5861018967
2063,118364.47011670988
2064,137675.24674538083
2065,116413.66019179896
2066,169329.74937752378
2067,138372.9196014493
2068,143606.84238127095
2069,84594.07456543457
2070,109927.25909475084
2071,106586.48610915092
2072,140436.14756308394
2073,143309.48855624386
2074,173917.09879717734
2075,146719.83261177028
2076,120987.67941528576
2077,149071.22796458777
2078,129338.36067132943
2079,130803.27852661815
2080,118381.01141874047
2081,126114.2467265414
2082,131552.71280442012
2083,146866.68059897446
2084,111968.64227756491
2085,132827.6929519976
2086,128769.95414565828
2087,123477.04199801623
2088,106958.98095238095
2089,95520.6389564067
2090,133240.39332251082
2091,122073.85246428572
2092,131250.29393669334
2093,134526.02064285715
2094,122656.02428315413
2095,149889.80278068798
2096,90775.29199581817
2097,103702.75677125821
2098,145855.64945773216
2099,68586.30635531136
2100,115507.53485185186
2101,128355.16449420675
2102,141387.0883982684
2103,107047.06431012123
2104,130601.83690721041
2105,123910.62757403709
2106,85420.92466165413
2107,212139.57916666663
2108,117751.93696711857
2109,115926.0109561666
2110,133769.4023360913
2111,146494.3948270847
2112,136054.7814948019
2113,115999.42098633459
2114,112818.83689355134
2115,150006.01677897497
2116,116399.7730433562
2117,148595.99691059915
2118,121053.2170704715
2119,111303.27484875338
2120,116997.26443012466
2121,94530.62973756129
2122,104755.95385941851
2123,95167.13549731666
2124,166909.5442794013
2125,131310.48085427968
2126,156537.24095442225
2127,147422.2567027417
2128,135473.23419191918
2129,109860.94907160198
2130,141897.1549503764
2131,157143.97647907646
2132,119077.35857668259
2133,122102.23408440508
2134,123705.89886946231
2135,108474.94611333996
2136,91570.665
2137,125650.0735391287
2138,136731.30223327136
2139,153832.45016409538
2140,137349.2917288172
2141,136285.62286726062
2142,138894.55110437877
2143,148185.46899220225
2144,120876.89984511785
2145,134396.85486050032
2146,158815.2198407558
2147,159153.0665140415
2148,128035.0077407342
2149,142456.77605218804
2150,208436.96726340623
2151,123894.32616858525
2152,176758.81101190476
2153,159017.4720818947
2154,107846.83120263895
2155,135718.52830620966
2156,253120.5658974359
2157,233707.98836580088
2158,237554.4038738684
2159,209551.07973439156
2160,171385.78203553005
2161,249792.90995995674
2162,401956.12125
2163,348823.1032424242
2164,259810.26415873013
2165,173027.54557402615
2166,144426.0523636303
2167,205936.22096596414
2168,210107.45796630208
2169,193631.99701215522
2170,218666.10469161137
2171,146556.6904091497
2172,135067.4790672407
2173,156184.87195807096
2174,238660.53703783388
2175,298927.0247619048
2176,328402.00095238094
2177,259182.64213064712
2178,215617.46594735363
2179,146116.56140601
2180,212424.6163736264
2181,194753.09684527133
2182,222604.26322582967
2183,194397.80936282617
2184,135876.52097246738
2185,135033.3221223467
2186,144475.50469590593
2187,154416.5447564683
2188,151775.85280006102
2189,199611.53046296295
2190,84438.25957375957
2191,88272.44896769896
2192,92945.08140350878
2193,102211.57526857292
2194,103360.48023980376
2195,115095.38720390241
2196,116652.85765610571
2197,113192.85441603133
2198,153595.16930256016
2199,167415.03227451292
2200,135343.65572855005
2201,135552.4222643443
2202,185279.84568764566
2203,167616.3827534475
2204,181514.72232203215
2205,118407.64553382595
2206,131174.27494094052
2207,232455.67655344654
2208,228233.70298183296
2209,200564.66080586083
2210,121617.11031360112
2211,114750.43750490076
2212,114445.06922237847
2213,107109.3405446273
2214,146151.12396292118
2215,102448.29746221793
2216,144126.07084781135
2217,82605.57825253178
2218,89530.12396825397
2219,78701.39854592436
2220,86622.08142857143
2221,332149.5363636364
2222,264199.8045687646
2223,288469.3438888889
2224,224407.49225840333
2225,143412.64567857145
2226,190222.93519630548
2227,202841.0792888557
2228,286030.78552380955
2229,239256.2127572687
2230,164120.02700275285
2231,212859.90984937345
2232,185993.86727613906
2233,183770.08239952155
2234,240384.32065127467
2235,228897.40718109667
2236,266031.80138528143
2237,343158.59166666673
2238,211477.64685990338
2239,115578.14998210476
2240,161434.36658005306
2241,150153.1118461886
2242,133865.57971664853
2243,136660.6465673489
2244,93875.08687686583
2245,95698.08022798497
